test28 - Time: 29.438254118 Cost: 9
test29 - Time: 26.6045131683 Cost: 10
test30 - Time: 32.4863860607 Cost: 5
test31 - Time: 29.2320950031 Cost: 14
test32 - Time: 24.0541119576 Cost: 11
test33 - Time: 27.0786960125 Cost: 7
test34 - Time: 29.6167800426 Cost: 7
test35 - Time: 26.9090311527 Cost: 13
test36 - Time: 26.7083950043 Cost: 17
test37 - Time: 26.816546917 Cost: 9
test38 - Time: 27.0712029934 Cost: 10
test39 - Time: 28.0240550041 Cost: 11
test40 - Time: 28.6365809441 Cost: 12
test41 - Time: 23.5070388317 Cost: 13
test42 - Time: 24.9128029346 Cost: 13
test43 - Time: 28.9175860882 Cost: 7
test44 - Time: 28.8742690086 Cost: 7
test45 - Time: 29.6953709126 Cost: 17
test46 - Time: 27.0160582066 Cost: 7
test47 - Time: 27.6567530632 Cost: 14
test48 - Time: 30.4089579582 Cost: 7
test49 - Time: 31.1401329041 Cost: 2
test50 - Time: 26.9673531055 Cost: 9
test51 - Time: 25.7034509182 Cost: 11
test52 - Time: 26.3680310249 Cost: 8
test53 - Time: 27.2551288605 Cost: 10
test54 - Time: 30.4907460213 Cost: 14
test55 - Time: 29.4196269512 Cost: 8
test56 - Time: 26.320622921 Cost: 10
test57 - Time: 28.2207529545 Cost: 10
test58 - Time: 28.9148299694 Cost: 9
test59 - Time: 25.5093021393 Cost: 9
test60 - Time: 28.9040670395 Cost: 6
test61 - Time: 29.8386011124 Cost: 9
test62 - Time: 25.2824699879 Cost: 8
test63 - Time: 27.4416658878 Cost: 13
test64 - Time: 27.624229908 Cost: 11
test65 - Time: 26.7518188953 Cost: 13
test66 - Time: 31.6542921066 Cost: 6
test67 - Time: 28.7885789871 Cost: 6
test68 - Time: 24.0549399853 Cost: 9
test69 - Time: 30.0930259228 Cost: 12
test70 - Time: 28.3989849091 Cost: 8
test71 - Time: 31.0839960575 Cost: 5
test72 - Time: 31.3107330799 Cost: 14
test73 - Time: 30.6560978889 Cost: 14
test74 - Time: 31.0535140038 Cost: 11
test75 - Time: 32.9528081417 Cost: 11
test76 - Time: 31.1509358883 Cost: 10
test77 - Time: 31.3237569332 Cost: 8
test78 - Time: 29.3286747932 Cost: 8
test79 - Time: 29.6212389469 Cost: 6
test80 - Time: 32.0213649273 Cost: 12
test81 - Time: 29.4976990223 Cost: 8
test82 - Time: 36.6384179592 Cost: 9
test83 - Time: 31.190032959 Cost: 10
test84 - Time: 27.5696280003 Cost: 11
test85 - Time: 32.5124320984 Cost: 13
test86 - Time: 29.5192070007 Cost: 7
test87 - Time: 27.7256450653 Cost: 14
test88 - Time: 30.738858223 Cost: 7
test89 - Time: 28.6272540092 Cost: 6
test90 - Time: 31.6490828991 Cost: 9
test91 - Time: 30.4155039787 Cost: 5
test92 - Time: 33.1192629337 Cost: 8
test93 - Time: 30.2378759384 Cost: 2
test94 - Time: 30.6700098515 Cost: 9
test95 - Time: 29.6054749489 Cost: 8
test96 - Time: 33.8183281422 Cost: 12
test97 - Time: 36.6930418015 Cost: 3
test98 - Time: 28.307243824 Cost: 12
test99 - Time: 32.3147079945 Cost: 13
test100 - Time: 30.6743938923 Cost: 11
test101 - Time: 33.3962619305 Cost: 10
test102 - Time: 30.9710869789 Cost: 9
test103 - Time: 29.4056940079 Cost: 5
test104 - Time: 29.9588208199 Cost: 7
test105 - Time: 31.1667439938 Cost: 7
test106 - Time: 27.8721539974 Cost: 10
test107 - Time: 30.2265939713 Cost: 10
test108 - Time: 29.691286087 Cost: 9
test109 - Time: 36.6460449696 Cost: 12
test110 - Time: 33.2345170975 Cost: 9
test111 - Time: 31.9446799755 Cost: 10
test112 - Time: 33.012098074 Cost: 11
test113 - Time: 27.6157901287 Cost: 9
test114 - Time: 29.291052103 Cost: 10
test115 - Time: 30.2865810394 Cost: 10
test116 - Time: 28.7274749279 Cost: 10
test117 - Time: 27.3825330734 Cost: 4
test118 - Time: 37.622453928 Cost: 13
test119 - Time: 33.729501009 Cost: 11
test120 - Time: 31.6299138069 Cost: 8
test121 - Time: 33.1681389809 Cost: 13
test122 - Time: 30.706540823 Cost: 20
test123 - Time: 30.8726639748 Cost: 11
test124 - Time: 29.0260241032 Cost: 13
test125 - Time: 35.9448170662 Cost: 13
test126 - Time: 29.202203989 Cost: 7
test127 - Time: 31.2482910156 Cost: 12
test128 - Time: 29.8336191177 Cost: 12
test129 - Time: 29.7563550472 Cost: 13
test130 - Time: 32.9729380608 Cost: 10
test131 - Time: 35.863255024 Cost: 9
test132 - Time: 33.4212419987 Cost: 10
test133 - Time: 33.7242848873 Cost: 9
test134 - Time: 34.378663063 Cost: 5
test135 - Time: 33.1358048916 Cost: 5
test136 - Time: 32.2668688297 Cost: 8
test137 - Time: 30.6466808319 Cost: 11
test138 - Time: 29.8694241047 Cost: 9
test139 - Time: 30.59770298 Cost: 7
test140 - Time: 28.4976420403 Cost: 17
test141 - Time: 31.1658051014 Cost: 7
test142 - Time: 28.8074810505 Cost: 11
test143 - Time: 30.7080600262 Cost: 12
test144 - Time: 31.1366620064 Cost: 8
test145 - Time: 34.3737270832 Cost: 13
test146 - Time: 34.7319140434 Cost: 12
test147 - Time: 30.2758800983 Cost: 9
test148 - Time: 27.9418239594 Cost: 9
test149 - Time: 33.3017778397 Cost: 11
test150 - Time: 31.4704799652 Cost: 11
test151 - Time: 32.826818943 Cost: 12
test152 - Time: 33.3229749203 Cost: 4
test153 - Time: 28.7429618835 Cost: 17
test154 - Time: 28.4298508167 Cost: 10
test155 - Time: 28.7048392296 Cost: 8
test156 - Time: 33.9533109665 Cost: 13
test157 - Time: 30.9702658653 Cost: 12
test158 - Time: 31.4254930019 Cost: 17
test159 - Time: 31.6128878593 Cost: 8
test160 - Time: 30.5980448723 Cost: 9
test161 - Time: 28.9501512051 Cost: 11
test162 - Time: 28.6715350151 Cost: 9
test163 - Time: 32.0412709713 Cost: 10
test164 - Time: 30.0418720245 Cost: 3
test165 - Time: 27.8490140438 Cost: 10
test166 - Time: 29.9259870052 Cost: 5
test167 - Time: 30.5761680603 Cost: 13
test168 - Time: 28.6300330162 Cost: 8
test169 - Time: 33.5067038536 Cost: 12
test170 - Time: 28.4901990891 Cost: 8
test171 - Time: 29.216381073 Cost: 14
test172 - Time: 31.270211935 Cost: 12
test173 - Time: 31.7175970078 Cost: 10
test174 - Time: 32.1531639099 Cost: 14
test175 - Time: 28.4205880165 Cost: 5
test176 - Time: 32.0185987949 Cost: 13
test177 - Time: 33.1912178993 Cost: 13
test178 - Time: 28.3043971062 Cost: 10
test179 - Time: 32.3657591343 Cost: 9
test180 - Time: 31.2085790634 Cost: 9
test181 - Time: 32.5689439774 Cost: 12
test182 - Time: 29.5970060825 Cost: 14
test183 - Time: 30.6053369045 Cost: 6
test184 - Time: 31.2691419125 Cost: 9
test185 - Time: 32.0908529758 Cost: 10
test186 - Time: 31.7776601315 Cost: 9
test187 - Time: 31.8775019646 Cost: 6
test188 - Time: 29.7268271446 Cost: 12
test189 - Time: 31.7964959145 Cost: 7
test190 - Time: 28.9284698963 Cost: 9
test191 - Time: 33.8022420406 Cost: 9
test192 - Time: 28.511603117 Cost: 13
test193 - Time: 32.0767440796 Cost: 8
test194 - Time: 30.2429509163 Cost: 12
test195 - Time: 28.806896925 Cost: 8
test196 - Time: 31.3775629997 Cost: 7
test197 - Time: 31.1191079617 Cost: 5
test198 - Time: 28.1534361839 Cost: 13
test199 - Time: 32.3408648968 Cost: 13
test200 - Time: 30.0728311539 Cost: 13
